ano,parlamentar,entidade_beneficiada,municipio,cnpj,orgao,objeto,valor
2018,JOSE AMERICO,PREFEITURA MUNICIPAL DE MONTE MOR,MONTE MOR,45.787.52/0001-56,SAÚDE,AQUISIÇÃO AMBULÂNCIA,100000.0
2018,JOSE AMERICO,PREFEITURA MUNICIPAL DE MONTE MOR,MONTE MOR,45.787.52/0001-56,SAÚDE,COMPRA DE EQUIPAMENTOS E MATERIAIS PERMANENTES,100000.0
2018,JOSE AMERICO,PREFEITURA MUNICIPAL DE IGARAÇU DO TIETÊ,IGARAÇU DO TIETÊ,44.498.467/0001-89,SAÚDE,AQUISIÇÃO 01 VAN PARA TRANSPORTE PACIENTES,150000.0
2018,JOSE AMERICO,PREFEITURA MUNICIPAL DE ITAPECERICA DA SERRA,ITAPECERICA DA SERRA,13.109.548/0001-16,SAÚDE,AQUISIÇÃO DE UNIDADE MÓVEL DE MAMOGRAFIA,300000.0
2018,JOSE AMERICO,PREFEITURA MUNICIPAL DE COSMÓPOLIS,COSMÓPOLIS,44.730.331/0001-52,SAÚDE,AQUISIÇÃO UNIDADE DE  TRANSPORTE UTI E SEMI UTI,175000.0
2018,JOSE AMERICO,HOSPITAL MUNICIPAL TIDE SETÚBAL,SÃO PAULO/CAPITAL,46.392.148/0001-87,SAÚDE,COMPRA DE EQUIPAMENTOS E MATERIAIS PERMANENTES,100000.0
2018,JOSE AMERICO,PREFEITURA MUNICIPAL DE SUMARÉ,SUMARÉ/SP,45.787.660/0001-00,SAÚDE,COMPRA DE EQUIPAMENTOS E MATERIAIS PERMANENTES,250000.0
2018,JOSE AMERICO,PREFEITURA MUNICIPAL DE SUZANO,SUZANO/SP,46.523.056/0001-21,SAÚDE,CONSTRUÇÃO UNIDADE DE SAÚDE,480000.0
2018,JOSE AMERICO,INSTITUTO DO CÂNCER DR. ARNALDO,"SÃO PAULO, CAPITAL",60.945.854/0001-72,SAÚDE,CUSTEIO,90000.0
2018,JOSE AMERICO,INSTITUTO OUTRA COR,"SÃO PAULO, CAPITAL",10.399.215/0001-80,SAÚDE,PROCESSO DE SOCIABILIZAÇÃO PARA PORTADORES DE TRANSTORNOS MENTAIS (PSÍQUICOS),280000.0
2018,JOSE AMERICO,HOSPITAL DAS CLÍNICAS DA FACULDADE DE MEDICINA HCFMUSP,"SÃO PAULO, CAPITAL",60.448.040/0001-22,SAÚDE,MANUTENÇÃO E CUSTEIO,120000.0
2018,JOSE AMERICO,SANTA CASA DE MISERICORDIA DE VAL PARAÍSO,"VAL PARAÍSO, SÃO PAULO",72.835.804/0001-11,SAÚDE,COMPRA DE EQUIPAMENTOS E MATERIAIS PERMANENTES,250000.0
2018,JOSE AMERICO,APAE – ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SÃO PAULO,"SÃO PAULO, CAPITAL",60.502.242/0001-05,SAÚDE,MANUTENÇÃO E CUSTEIO,50000.0
2018,JOSE ZICO PRADO,PREFEITURA,AMÉRICO DE CAMPOS,45.160.173/0001-05,SAÚDE,AMBULÂNCIA,120000.0
2018,JOSE ZICO PRADO,PREFEITURA,APARECIDA,46.680.518/0001-14,SAÚDE,VEÍCULO UTILITÁRIO,100000.0
2018,JOSE ZICO PRADO,PREFEITURA,ASPÁSIA,65.712.002/0001-59,SAÚDE,AMBULÂNCIA,120000.0
2018,JOSE ZICO PRADO,PREFEITURA,GETULINA,44.528.842/0001-96,SAÚDE,VEÍCULO UTILITÁRIO,100000.0
2018,JOSE ZICO PRADO,PREFEITURA,GUARANI D´ OESTE,45.115.391/0001-28,SAÚDE,VEÍCULO UTILITÁRIO,100000.0
2018,JOSE ZICO PRADO,PREFEITURA,ITAPIRAPUÃ PAULISTA,67.360.438/0001-51,SAÚDE,AMBULÂNCIA,120000.0
2018,JOSE ZICO PRADO,HOSPITAL DE CÂNCER DE BARRETOS,JALES,49.150.352/0001-99,SAÚDE,CUSTEIO,135000.0
2018,JOSE ZICO PRADO,PREFEITURA,PEREIRA BARRETO,44.446.904/0001-10,SAÚDE,AMBULÂNCIA,120000.0
2018,JOSE ZICO PRADO,PREFEITURA,SUZANO,46.523.056/0001-21,SAÚDE,AMBULÂNCIA,120000.0
2018,JOSE ZICO PRADO,SANTA CASA DE MISERICÓRDIA,SÃO JOSÉ DO RIO PRETO  CUSTEIO,59.981.712/0001-81,SAÚDE,,250000.0
2018,JOSE ZICO PRADO,HOSPITAL SANTA MARCELINA,SÃO PAULO,60.742.616/0001-12,SAÚDE,"EQUIPAMENTOS, MOBILIÁRIOS E INSTRUMENTAIS",120000.0
2018,JOSE ZICO PRADO,PREFEITURA,SOCORRO,46.444.063/0001-38,SAÚDE,AMBULÂNCIA,120000.0
2018,JOSE ZICO PRADO,PREFEITURA,SUD MENNUCCI,45.746.120/0001-70,SAÚDE,VEÍCULO UTILITÁRIO,100000.0
2018,JOSE ZICO PRADO,PREFEITURA,BARRA DO CHAPÉU,67.360.396/0001-59,SAÚDE,AMBULÂNCIA,120000.0
2018,JOSE ZICO PRADO,PREFEITURA,BRODOWSKI,45.301.652/0001-02,SAÚDE,VEÍCULO UTILITÁRIO,100000.0
2018,JOSE ZICO PRADO,PREFEITURA,COROADOS,46.156.477/0001-61,SAÚDE,AMBULÂNCIA,120000.0
2018,JOSE ZICO PRADO,PREFEITURA,PARANAPANEMA,46.634.309/0001-34,SAÚDE,AMBULÂNCIA,120000.0
2018,JOSE ZICO PRADO,PREFEITURA,MESÓPOLIS,65.712.069/0001-93,SAÚDE,AMBULÂNCIA,120000.0
2018,JOSE ZICO PRADO,PREFEITURA,OUROESTE,01.611.213/0001-12,SAÚDE,AMBULÂNCIA,120000.0
2018,JOSE ZICO PRADO,PREFEITURA,MIRA ESTRELA,45.116.290/0001-71,SAÚDE,AMBULÂNCIA,120000.0
2018,JUNIOR APRILANTTI,PREFEITURA MUNICIPAL,MONTE ALEGRE DO SUL,52.846.144/0001-67,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,100000.0
2018,JUNIOR APRILANTTI,PREFEITURA MUNICIPAL,TUPÃ,44.573.870/0001-61,SAÚDE,CUSTEIO,100000.0
2018,JUNIOR APRILANTTI,PREFEITURA MUNICIPAL,SÃO PEDRO,46.415.998/0001-96,SAÚDE,CUSTEIO,100000.0
2018,JUNIOR APRILANTTI,ATEAL – ASSOCIAÇÃO TERAPÊUTICA DE ESTIMULAÇÃO AUDITIVA E LINGUAGEM,JUNDIAÍ,51.910.842/0001-11,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,150000.0
2018,JUNIOR APRILANTTI,ABRIGO DO JELLO PROTEÇÃO A ANIMAIS DE RUA,CAMPO LIMPO PAULISTA,13.200.243/0001-15,SAÚDE,CAMPANHA DE CASTRAÇÃO DE CÃES E GATOS,100000.0
2018,JUNIOR APRILANTTI,PREFEITURA MUNICIPAL,RIBEIRÃO PIRES,46.522.967/0001-34,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,100000.0
2018,JUNIOR APRILANTTI,GRUPO EM DEFESA A CRIANÇA COM CÂNCER,JUNDIAÍ,00.797.397/0001-94,SAÚDE,CUSTEIO,200000.0
2018,JUNIOR APRILANTTI,INSTITUTO JUNDIAIENSE LOUIS BRAILLE,JUNDIAÍ,50.958.859/0001-86,SAÚDE,CUSTEIO,200000.0
2018,JUNIOR APRILANTTI,HOSPITAL SÃO VICENTE DE PAULO,JUNDIAÍ,50.944.198/0001-30,SAÚDE,CUSTEIO,200000.0
2018,JUNIOR APRILANTTI,SANTA CASA DE MISERICÓRDIA DE CABREÚVA,CABREÚVA,46.634.432/0001-55,SAÚDE,CUSTEIO,200000.0
2018,JUNIOR APRILANTTI,CENTRO DE ATENDIMENTO A SÍNDROME DE DOWN BEM TE VI,JUNDIAÍ,59.035.642/0001-79,SAÚDE,CUSTEIO,200000.0
2018,JUNIOR APRILANTTI,HOSPITAL UNIVERSITÁRIO,JUNDIAÍ,50.985.266/0001-09,SAÚDE,CUSTEIO,220000.0
2018,JUNIOR APRILANTTI,CENTRO INFANTIL DE INVESTIGAÇÕES EMATOLÓGICAS DOUTOR DOMINGOS ADHEMAR BOLDRINI,CAMPINAS,50.046.887/0001-27,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,100000.0
2018,JUNIOR APRILANTTI,PREFEITURA MUNICIPAL,ITUPEVA,45.780.061/0001-57,SAÚDE,VAN PARA TRANSPORTE DE PACIENTES,100000.0
2018,JUNIOR APRILANTTI,PREFEITURA MUNICIPAL,ATIBAIA,13.901.091/0001-88,SAÚDE,CONSTRUÇÃO DA UNIDADE BÁSICA DE SAÚDE DO JARDIM SANTA CLARA,100000.0
2018,JUNIOR APRILANTTI,SANTA CASA DE ATIBAIA,ATIBAIA,44.510.485/0001-39,SAÚDE,REFORMA DO TELHADO DA SANTA CASA,100000.0
2018,JUNIOR APRILANTTI,HOSPITAL E MATERNIDADE BENEFICENTE DE CHARQUEADA,CHARQUEADA,51.421.279/0001-18,SAÚDE,CUSTEIO,50000.0
2018,JUNIOR APRILANTTI,ASSOCIAÇÃO DE ASSISTÊNCIA À CRIANÇA DEFICIENTE,SÃO PAULO,60.979.457/0001-11,SAÚDE,CUSTEIO,50000.0
2018,JUNIOR APRILANTTI,CASA SANTA MARTA,JUNDIAÍ,02.818.105/0001-88,SAÚDE,CUSTEIO,75000.0
2018,LECI BRANDAO,PREFEITURA DE MOCOCA,MOCOCA,44.7639.280/001-01,SAÚDE,AQUISIÇÃO DE MÁQ. E EQUIPAMENTOS MÉDICO HOSPITALAR,210000.0
2018,LECI BRANDAO,PREFEITURA DE S. ROSA DO VITERBO,SANTA ROSA DO VITERBO,45.368.545/0001-93,SAÚDE,AQUISIÇÃO DE MÁQ. E EQUIPAMENTOS MÉDICO HOSPITALAR,190000.0
2018,LECI BRANDAO,PREFEITURA DE MARILIA,MARÍLIA,44.4779.090/001-00,SAÚDE,AQUISIÇÃO DE MÁQ. E EQUIPAMENTOS MÉDICO HOSPITALAR,160000.0
2018,LECI BRANDAO,PREFEITURA DE IPORANGA,IPORANGA,46.634.283/0001-24,SAÚDE,AQUISIÇÃO DE TRANSPORTE COLETIVO DE USUÁRIOS SUS,220000.0
2018,LECI BRANDAO,PREFEITURA DE EMBU DAS ARTES,EMBU DAS ARTES,46.523.114/0001-17,SAÚDE,AQUISIÇÃO DE MÁQ. E EQUIPAMENTOS MÉDICO HOSPITALAR,180000.0
2018,LECI BRANDAO,PREFEITURA DE FERRAZ DE VASCON,FERRAZ DE VASCONCELOS,46.5231.970/001-44,SAÚDE,AQUISIÇÃO DE MÁQ. E EQUIPAMENTOS MÉDICO HOSPITALAR,220000.0
2018,LECI BRANDAO,PREFEITURA DE ITAQUAQUECETUBA,ITAQUAQUECETUBA,46.316.600/0001-64,SAÚDE,AQUISIÇÃO DE MÁQ. E EQUIPAMENTOS MÉDICO HOSPITALAR,180000.0
2018,LECI BRANDAO,PREFEITURA DE ATIBAIA,ATIBAIA,45.279.635/0001-08.,SAÚDE,AQUISIÇÃO DE MÁQ. E EQUIPAMENTOS MÉDICO HOSPITALAR,220000.0
2018,LECI BRANDAO,PREFEITURA DE SETE BARRAS,SETE BARRAS,45.587.275/0001-74,SAÚDE,AQUISIÇÃO DE MÁQ. E EQUIPAMENTOS MÉDICO HOSPITALAR,90000.0
2018,LECI BRANDAO,PREFEITURA DE ELDORADO,ELDORADO,45.0898.850/001-85,SAÚDE,AQUISIÇÃO DE TRANSPORTE COLETIVO DE USUÁRIOS SUS,135000.0
2018,LECI BRANDAO,PREFEITURA DE BATATAIS,BATATAIS,45.299.104/0001-87,SAÚDE,AQUISIÇÃO DE MÁQ. E EQUIPAMENTOS MÉDICO HOSPITALAR,175000.0
2018,LECI BRANDAO,PREFEITURA DE ANDRADINA,ANDRADINA,44.428.506/0001-71,SAÚDE,AQUISIÇÃO DE MÁQ. E EQUIPAMENTOS MÉDICO HOSPITALAR,175000.0
2018,LECI BRANDAO,PREFEITURA DE RIBEIRÃO PIRES,RIBEIRÃO PIRES,46.5229.670/001-34,SAÚDE,AQUISIÇÃO DE MÁQ. E EQUIPAMENTOS MÉDICO HOSPITALAR,175000.0
2018,LECI BRANDAO,PREFEITURA DE CUBATÃO,CUBATÃO,47.4928.060/001-08,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,115000.0
2018,LEO OLIVEIRA,PREFEITURA MUNICIPAL,LUIZ ANTÔNIO,45.368.016/0001-90,SAÚDE,AQUISIÇÃO DE AMBULANCIA,120000.0
2018,LEO OLIVEIRA,PREFEITURA MUNICIPAL,SÃO JOAQUIM DA BARRA  AQUISIÇÃO DE AMBULANCIA,59.851.543/0001-65,SAÚDE,,120000.0
2018,LEO OLIVEIRA,PREFEITURA MUNICIPAL,ITUVERAVA,46.710.422/0001-51.,SAÚDE,AQUISIÇÃO DE AMBULANCIA,120000.0
2018,LEO OLIVEIRA,PREFEITURA MUNICIPAL,IGARAÍ ( MOCOCA ),44.763.928/0001-01,SAÚDE,AQUISIÇÃO DE AMBULANCIA,120000.0
2018,LEO OLIVEIRA,PREFEITURA MUNICIPAL,SÃO SIMÃO,45.369.220/0001-25,SAÚDE,AQUISIÇÃO DE AMBULANCIA,145000.0
2018,LEO OLIVEIRA,PREFEITURA MUNICIPAL,SANTA CRUZ DA ESPERANÇA,01.611.007/0001-02,SAÚDE,AQUISIÇÃO DE AMBULANCIA,120000.0
2018,LEO OLIVEIRA,PREFEITURA MUNICIPAL,MIGUELOPOLIS,45.353.307/0001-04,SAÚDE,AQUISIÇÃO DE AMBULANCIA,120000.0
2018,LEO OLIVEIRA,PREFEITURA MUNICIPAL,DIVINOLANDIA,45.435.921/0001-88,SAÚDE,AQUISIÇÃO DE AMBULANCIA,120000.0
2018,LEO OLIVEIRA,PREFEITURA MUNICIPAL,PORTO FERREIRA,45.339.363/0001-94,SAÚDE,AQUISIÇÃO DE AMBULANCIA,120000.0
2018,LEO OLIVEIRA,PREFEITURA MUNICIPAL,CASSIA DOS COQUEIROS  AQUISIÇÃO DE AMBULANCIA,44.229.805/0001-87,SAÚDE,,120000.0
2018,LEO OLIVEIRA,PREFEITURA MUNICIPAL,TAQUARAL,01.610.390/0001-84,SAÚDE,AQUISIÇÃO DE AMBULANCIA,120000.0
2018,LEO OLIVEIRA,HOSPITAL DE RETAGUARDA FRANCISCO DE ASSIS,RIBEIRÃO PRETO,05.616.268/0001-76,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,150000.0
2018,LEO OLIVEIRA,CANTINHO DO CÉU HOSPITAL DE RETAGUARDA,RIBEIRÃO PRETO,51.820.758/0001-80,SAÚDE,AQUISIÇÃO DE VEICULO DE TRANPORTE,100000.0
2018,LEO OLIVEIRA,PREFEITURA MUNICIPAL,SERRA AZUL,44.228.839/0001-71,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,120000.0
2018,LEO OLIVEIRA,HOSPITAL DE CANCER DE RIBEIRÃO PRETO FUNDAÇÃO SOBECCAN,RIBEIRÃO PRETO,02.681.523/0001-76,SAÚDE,AQUISIÇÃO DE VEICULO DE TRANPORTE,100000.0
2018,LEO OLIVEIRA,PREFEITURA MUNICIPAL,GUARA,49.556.863/0001-39,SAÚDE,CONSTRUÇÃO DO CENTRO DE ZOONOSE,150000.0
2018,LEO OLIVEIRA,PREFEITURA MUNICIPAL,ARAMINA,45.323.474/0001-02,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,120000.0
2018,LEO OLIVEIRA,PREFEITURA MUNICIPAL,SANTA CRUZ DA CONCEICAO,01.611.007/0001-02,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,120000.0
2018,LEO OLIVEIRA,PREFEITURA MUNICIPAL,SANTA ERENSTINA,45.374.469/0001-29,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,120000.0
2018,LEO OLIVEIRA,PREFEITURA MUNICIPAL,GUATAPARA,68.319.748/0001-95,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,120000.0
2018,LUIS CARLOS GONDIM,SANTA CASA DE MISERICÓRDIA,JALES,50.565.936/0001-38,SAÚDE,CUSTEIO,100000.0
2018,LUIS CARLOS GONDIM,SANTA CASA DE MISERICÓRDIA,GENERAL SALGADO,48.433.429/0001-07,SAÚDE,CUSTEIO,50000.0
2018,LUIS CARLOS GONDIM,SANTA CASA DE MISERICÓRDIA,MOGI DAS CRUZES,52.543.766/0002-05,SAÚDE,CUSTEIO,150000.0
2018,LUIS CARLOS GONDIM,SANTA CASA DE MISERICÓRDIA,ESTRELA D'OESTE,47.770.102/0001-50,SAÚDE,CUSTEIO,100000.0
2018,LUIS CARLOS GONDIM,SANTA CASA DE MISERICÓRDIA,MONTE ALTO,52.852.100/0001-40,SAÚDE,CUSTEIO,150000.0
2018,LUIS CARLOS GONDIM,HOSP. E MATERN. SÃO JOSÉ,BARRA BONITA,44.745.024/0001-45,SAÚDE,CUSTEIO,100000.0
2018,LUIS CARLOS GONDIM,SANTA CASA DE MISERICÓRDIA,QUELUZ,50.439.553/0001-13,SAÚDE,CUSTEIO,50000.0
2018,LUIS CARLOS GONDIM,PREFEITURA MUNICIPAL,BARRETOS,44.780.609/0001-04,SAÚDE,CUSTEIO,100000.0
2018,LUIS CARLOS GONDIM,PREFEITURA MUNICIPAL,SALESÓPOLIS,46.523.296/0001-26,SAÚDE,CUSTEIO/SANTA CASA,100000.0
2018,LUIS CARLOS GONDIM,PREFEITURA MUNICIPAL,TAUBATE,72.306.509/0001-78,SAÚDE,AMBULÂNCIA,100000.0
2018,LUIS CARLOS GONDIM,PREFEITURA MUNICIPAL,PEREIRAS,46.634.622/0001-72,SAÚDE,AQUISIÇÃO DE VEÍCULO DE TRANSPORTE DE PACIENTES,90000.0
2018,LUIS CARLOS GONDIM,PREFEITURA MUNICIPAL,PIRANGI,45.343.969/0001-01,SAÚDE,AQUISIÇÃO DE VEÍCULO DE TRANSPORTE DE PACIENTES,90000.0
2018,LUIS CARLOS GONDIM,PREFEITURA MUNICIPAL,BOITUVA,46.634.499/0001-90,SAÚDE,AQUISIÇÃO DE VEÍCULO DE TRANSPORTE DE PACIENTES,100000.0
2018,LUIS CARLOS GONDIM,PREFEITURA MUNICIPAL,LORENA,47.563.739/0001-75,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,100000.0
2018,LUIS CARLOS GONDIM,SANTA CASA DE MISERICÓRDIA,GUARIBA,48.662.167/0001-44,SAÚDE,CUSTEIO,100000.0
2018,LUIS CARLOS GONDIM,SANTA CASA DE MISERICÓRDIA,MACATUBA,51.889.400/0001-30,SAÚDE,CUSTEIO,100000.0
2018,LUIS CARLOS GONDIM,PREFEITURA MUNICIPAL,VISTA ALEGRE DO ALTO,52.854.775/0001-28,SAÚDE,CUSTEIO,80000.0
2018,LUIS CARLOS GONDIM,PREFEITURA MUNICIPAL,TAIAÇÚ,44.544.690/0001-15,SAÚDE,CUSTEIO,80000.0
2018,LUIS CARLOS GONDIM,PREFEITURA MUNICIPAL,SANTA ISABEL,56.900.848/0001-21,SAÚDE,CUSTEIO/SANTA CASA,100000.0
2018,LUIS CARLOS GONDIM,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS (APAE),PALMITAL,00.867.316/0001-85,SAÚDE,CUSTEIO,50000.0
2018,LUIS CARLOS GONDIM,SANTA CASA DE MISERICÓRDIA,PALMITAL,53.593.398/0001-83,SAÚDE,CUSTEIO,50000.0
2018,LUIS CARLOS GONDIM,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS (APAE),MOGI DAS CRUZES,52.581.444/0002-42,SAÚDE,CUSTEIO,50000.0
2018,LUIS CARLOS GONDIM,INSTITUTO BRASILEIRO DE CONTROLE DO CÂNCER (IBCC),SÃO PAULO,62.932.942/0001-65,SAÚDE,CUSTEIO,100000.0
2018,LUIS CARLOS GONDIM,INSTITUTO SUEL ABUJAMRA,SÃO PAULO,05.095.474/0001-88,SAÚDE,CUSTEIO,105000.0
2018,LUIS CARLOS GONDIM,PREFEITURA MUNICIPAL,CRUZEIRO,46.668.596/0001-01,SAÚDE,CUSTEIO,100000.0
2018,LUIS CARLOS GONDIM,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS (APAE),ROSEIRA,45.212.008/0001-50,SAÚDE,CUSTEIO,50000.0
2018,LUIS CARLOS GONDIM,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS (APAE),LORENA,51.785.590/0001-46,SAÚDE,CUSTEIO,50000.0
2018,LUIS CARLOS GONDIM,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS (APAE),MONTE ALTO,00.525.856/0001-80,SAÚDE,CUSTEIO,50000.0
2018,LUIS FERNANDO,PREFEITURA MUNICIPAL DE MOTUCA,MOTUCA,63.319.987/0001-45,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,100000.0
2018,LUIS FERNANDO,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE SÃO BERNARDO DO CAMPO,SÃO BERNARDO DO CAMPO,47.708.771/0001-00,SAÚDE,CUSTEIO,250000.0
2018,LUIS FERNANDO,HOSPITAL ESTADUAL DE DIADEMA SERRARIA,DIADEMA,46.374.500/0136-87,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,250000.0
2018,LUIS FERNANDO,HOSPITAL MUNICIPAL DE CUBATÃO,CUBATÃO,47.492.806/0001-08,SAÚDE,CUSTEIO,150000.0
2018,LUIS FERNANDO,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE SANTOS,SANTOS,58.198.524/0001-19,SAÚDE,CUSTEIO,200000.0
2018,LUIS FERNANDO,HOSPITAL ESTADUAL MARIO COVAS DE SANTO ANDRÉ,SANTO ANDRÉ,46.374.500/0144-97,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS E MOBILIÁRIOS,250000.0
2018,LUIS FERNANDO,PREFEITURA MUNICIPAL DE PENÁPOLIS,PENÁPOLIS,49.576.416-0001-41,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,100000.0
2018,LUIS FERNANDO,PREFEITURA MUNICIPAL DE RIO GRANDE DA SERRA,RIO GRANDE DA SERRA,46.522.975/0001-80,SAÚDE,AQUISIÇÃO DE VEÍCULO DE TRANSPORTE DE PACIENTES,100000.0
2018,LUIS FERNANDO,PREFEITURA MUNICIPAL DE SANTA RITA DO PASSA QUATRO,SANTA RITA DO PASSA QUATRO,45.749.819/0001-94,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,100000.0
2018,LUIS FERNANDO,PREFEITURA MUNICIPAL DE VOTORANTIM,VOTORANTIM,46.634.051/0001-76,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,100000.0
2018,LUIS FERNANDO,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE SUZANO,SUZANO,51.261.998/0001-19,SAÚDE,CUSTEIO,100000.0
2018,LUIS FERNANDO,PREFEITURA MUNICIPAL DA ESTÂNCIA TURÍSTICA DE RIBEIRÃO PIRES,RIBEIRÃO PIRES,46.522.967/0001-34,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,100000.0
2018,LUIS FERNANDO,PREFEITURA MUNICIPAL DE MOTUCA,MOTUCA,63.319.987/0001-45,SAÚDE,CUSTEIO PARA SECRETARIA DE SAÚDE,100000.0
2018,LUIS FERNANDO,PREFEITURA MUNICIPAL DE ITOBI,ITOBI,45.735.461/0001-40,SAÚDE,CUSTEIO PARA SECRETARIA DE SAÚDE,100000.0
2018,LUIS FERNANDO,PREFEITURA MUNICIPAL DE ESTIVA GERBI,ESTIVA GERBI,67.168.856/0001-41,SAÚDE,CUSTEIO PARA SECRETARIA DE SAÚDE,95000.0
2018,LUIS FERNANDO,SANTA CASA DE MISERICÓRDIA DE CASA BRANCA,CASA BRANCA,47.024.005/0001-18,SAÚDE,CUSTEIO,100000.0
2018,LUIS FERNANDO,PREFEITURA MUNICIPAL DE AGUAÍ,AGUAÍ,46.425.229/0001-79,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,100000.0
2018,LUIS FERNANDO,PREFEITURA MUNICIPAL DE ÁGUAS DA PRATA,ÁGUAS DA PRATA,44.813.733/0001-43,SAÚDE,CUSTEIO PARA SECRETARIA DE SAÚDE,150000.0
2018,LUIZ TURCO,PREFEITURA,SANTO ANDRÉ,46.522.942/0001-30,SAÚDE,REFORMA UPA - UNIDADE DE PRONTO ATENDIMENTO JD SANTO ANDRÉ,425000.0
2018,LUIZ TURCO,PREFEITURA,RIBEIRÃO PIRES,46.522.967/0001-34,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,120000.0
2018,LUIZ TURCO,PREFEITURA,JAÚ,46.195.079/0001-54,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,120000.0
2018,LUIZ TURCO,PREFEITURA,SÃO CAETANO DO SUL,59.307.595/0001-75,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,120000.0
2018,LUIZ TURCO,PREFEITURA,RIO GRANDE DA SERRA,46.522.975/0001-80,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,120000.0
2018,LUIZ TURCO,PREFEITURA,IPERÓ,46.634.085/0001-60,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,120000.0
2018,LUIZ TURCO,BANCO DE OLHOS DE SOROCABA,SOROCABA,50.795.566/0002-06,SAÚDE,CUSTEIO,120000.0
2018,LUIZ TURCO,PREFEITURA,CAPELA DO ALTO,46.634.077/0001-14,SAÚDE,CUSTEIO,50000.0
2018,LUIZ TURCO,PREFEITURA,PAULICÉIA,44.918.928/0001-25,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,120000.0
2018,LUIZ TURCO,PREFEITURA,FLORÍNEA,44.493.575/0001-69,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,120000.0
2018,LUIZ TURCO,PREFEITURA,GUARANI D'OESTE,45.115.391/0001-28,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,120000.0
2018,LUIZ TURCO,PREFEITURA,ALVARES MACHADO,43.206.424/0001-10,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,120000.0
2018,LUIZ TURCO,APPA - ASSOCIAÇÃO PRUDENTINA DE PREVENÇÃO A AIDS -,PRESIDENTE PRUDENTE,67.662.536/0001-43,SAÚDE,CUSTEIO PARA O PROJETO INFORMANDO E DESENVOLVENDO A COMUNIDADE COM AÇÕES DE PREVENÇÃO AO HIV/AIDS,50000.0
2018,LUIZ TURCO,PREFEITURA,LAGOINHA,45.167.111/0001-25,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,120000.0
2018,LUIZ TURCO,PREFEITURA,FARTURA,46.223.707/0001-68,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,120000.0
2018,LUIZ TURCO,PREFEITURA,SÃO BERNARDO DO CAMPO,46.523.239/0001-47,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,120000.0
2018,LUIZ TURCO,PREFEITURA,JANDIRA,46.522.991/0001-73,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,120000.0
2018,LUIZ TURCO,PREFEITURA,AVARÉ,46.634.168/0001-50,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,120000.0
2018,LUIZ TURCO,PREFEITURA,TACIBA,55.354.302/0001-50,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,120000.0
2018,MARCIA LIA,SANTA CASA,ITATIBA,50119585/0001-31,SAÚDE,AMBULÂNCIA,120000.0
2018,MARCIA LIA,SANTA CASA,SÃO JOAQUIM DA BARRA CUSTEIO,59849182/0001-12,SAÚDE,,120000.0
2018,MARCIA LIA,SANTA CASA,ARARAQUARA,43964931/0001-12,SAÚDE,CUSTEIO,150000.0
